distribution	n	data
uniform	170	0.21387760736979544
uniform	171	0.3531433749012649
uniform	172	0.22004526411183178
uniform	173	0.9136608997359872
uniform	174	0.49128267960622907
uniform	175	0.4001794105861336
uniform	176	0.05379743268713355
uniform	177	0.8429100357461721
uniform	178	0.7936942118685693
uniform	179	0.6689984067343175
uniform	180	0.04168330202810466
uniform	181	0.9513955828733742
uniform	182	0.269675710471347
uniform	183	0.5110433879308403
uniform	184	0.7929352649953216
uniform	185	0.16385928355157375
uniform	186	0.05556886736303568
uniform	187	0.9003816302865744
uniform	188	0.45319677074439824
uniform	189	0.12929255957715213
uniform	190	0.5477777644991875
uniform	191	0.852371265180409
uniform	192	0.849283424206078
uniform	193	0.28165494836866856
uniform	194	0.1193406987003982
uniform	195	0.3844575497787446
uniform	196	0.21279521915130317
uniform	197	0.4044767008163035
uniform	198	0.8933491373900324
uniform	199	0.5870441095903516
uniform	200	0.032705639488995075
uniform	201	0.049373861169442534
uniform	202	0.3866221555508673
uniform	203	0.6837463139090687
uniform	204	0.706202927744016
uniform	205	0.21032836521044374
uniform	206	0.781339411623776
uniform	207	0.24846454476937652
uniform	208	0.12840668414719403
uniform	209	0.9460099674761295
uniform	210	0.8015516740269959
uniform	211	0.004722790326923132
uniform	212	0.8082356699742377
uniform	213	0.6141485804691911
uniform	214	0.2467339381109923
uniform	215	0.9167686933651567
uniform	216	0.5093309050425887
uniform	217	0.065514791989699
uniform	218	0.26354168355464935
uniform	219	0.2491082726046443
uniform	220	0.24977682903409004
uniform	221	0.38286240538582206
uniform	222	0.015766420168802142
uniform	223	0.06436622445471585
uniform	224	0.8386725902091712
uniform	225	0.1809277047868818
uniform	226	0.5471263213548809
uniform	227	0.20161102688871324
uniform	228	0.15038275788538158
uniform	229	0.4140459345653653
uniform	230	0.9802448435220867
uniform	231	0.14207744714803994
uniform	232	0.542075784644112
uniform	233	0.8276828108355403
uniform	234	0.8161645215004683
uniform	235	0.8703393645118922
uniform	236	0.03716564318165183
uniform	237	0.100511419121176
uniform	238	0.845365607412532
uniform	239	0.6763913163449615
uniform	240	0.49282321613281965
uniform	241	0.31954650254920125
uniform	242	0.24611921305768192
uniform	243	0.5453675626777112
uniform	244	0.9710810293909162
uniform	245	0.016793614719063044
uniform	246	0.37874581571668386
uniform	247	0.038661370519548655
uniform	248	0.48584605543874204
uniform	249	0.8896352790761739
uniform	250	0.21839278750121593
uniform	251	0.5705819772556424
uniform	252	0.06693477975204587
uniform	253	0.6042348637711257
uniform	254	0.778216456528753
uniform	255	0.576455483911559
uniform	256	0.6249354982282966
uniform	257	0.8577017518691719
uniform	258	0.2324356317985803
uniform	259	0.5891713998280466
uniform	260	0.31422434421256185
uniform	261	0.32832222641445696
uniform	262	0.08031236915849149
uniform	263	0.43438840308226645
uniform	264	0.7056104363873601
uniform	265	0.6182635850273073
uniform	266	0.20327747985720634
uniform	267	0.3254540318157524
uniform	268	0.41759639931842685
uniform	269	0.2206124358344823
uniform	270	0.7286401481833309
uniform	271	0.7264618875924498
uniform	272	0.737689963541925
uniform	273	0.0942824725061655
uniform	274	0.5923955619800836
uniform	275	0.18881718115881085
uniform	276	0.6456947603728622
uniform	277	0.18288808269426227
uniform	278	0.741743840277195
uniform	279	0.8596192507538944
uniform	280	0.08260788163170218
uniform	281	0.48059443663805723
uniform	282	0.7100699306465685
uniform	283	0.9222683985717595
uniform	284	0.6126113084610552
uniform	285	0.46735790255479515
uniform	286	0.33153529302217066
uniform	287	0.8142713531851768
uniform	288	0.08863272820599377
uniform	289	0.6974149909801781
uniform	290	0.35475674946792424
uniform	291	0.27906283061020076
uniform	292	0.6898753233253956
uniform	293	0.8622960986103863
uniform	294	0.8831729132216424
uniform	295	0.5389036755077541
uniform	296	0.48903912818059325
uniform	297	0.20524220447987318
uniform	298	0.3247368426527828
uniform	299	0.8434654313605279
uniform	300	0.2686968785710633
uniform	301	0.8401686907745898
uniform	302	0.18479836406186223
uniform	303	0.9207089261617512
uniform	304	0.6148207848891616
uniform	305	0.5415129442699254
uniform	306	0.8268874876666814
uniform	307	0.7765266734641045
uniform	308	0.7142002407927066
uniform	309	0.8148302391637117
uniform	310	0.20260315062478185
uniform	311	0.46104211546480656
uniform	312	0.023864111164584756
uniform	313	0.4330728284548968
uniform	314	0.12550879828631878
uniform	315	0.9305595373734832
uniform	316	0.8654483191203326
uniform	317	0.9213629569858313
uniform	318	0.05939930793829262
uniform	319	0.2811503950506449
uniform	320	0.18243595166131854
uniform	321	0.5253266687504947
uniform	322	0.9147414690814912
uniform	323	0.5128090500365943
uniform	324	0.20744317770004272
uniform	325	0.16790757444687188
uniform	326	0.6741557545028627
uniform	327	0.3104760004207492
uniform	328	0.5043166554532945
uniform	329	0.11978259240277112
uniform	330	0.9226443916559219
uniform	331	0.8491456205956638
uniform	332	0.10017323354259133
uniform	333	0.923772833077237
uniform	334	0.032466221833601594
uniform	335	0.8084551014471799
uniform	336	0.4378187006805092
uniform	337	0.25405898643657565
uniform	338	0.8848618117626756
uniform	339	0.449963012477383
uniform	340	0.577534485142678
uniform	341	0.26941796368919313
uniform	342	0.13433506153523922
uniform	343	0.381684098392725
uniform	344	0.7527172840200365
uniform	345	0.5870151326525956
uniform	346	0.8445534645579755
uniform	347	0.5791328689083457
uniform	348	0.48798328056000173
uniform	349	0.5074371937662363
uniform	350	0.8580676952842623
uniform	351	0.434716290095821
uniform	352	0.38830193830654025
uniform	353	0.09115068428218365
uniform	354	0.9330541377421468
uniform	355	0.6637160393875092
uniform	356	0.4743872880935669
uniform	357	0.11570504470728338
uniform	358	0.8806209152098745
uniform	359	0.5760012846440077
uniform	360	0.38741282490082085
uniform	361	0.2442080785986036
uniform	362	0.10187930380925536
uniform	363	0.6794787633698434
uniform	364	0.9427292910404503
uniform	365	0.7930660340934992
uniform	366	0.10112377163022757
uniform	367	0.7527944804169238
uniform	368	0.014520765282213688
uniform	369	0.31597209721803665
uniform	370	0.6268086733762175
uniform	371	0.6675388289149851
uniform	372	0.354826302267611
uniform	373	0.033023495925590396
uniform	374	0.8865638696588576
uniform	375	0.47172130295075476
uniform	376	0.2818975115660578
uniform	377	0.6729338855948299
uniform	378	0.0355476641561836
uniform	379	0.41214104392565787
uniform	380	0.6191809508018196
uniform	381	0.3329331688582897
uniform	382	0.3615404877346009
uniform	383	0.8049517646431923
uniform	384	0.1960439702961594
uniform	385	0.4268338833935559
uniform	386	0.7453602247405797
uniform	387	0.43770526605658233
uniform	388	0.9480933465529233
uniform	389	0.17699529067613184
uniform	390	0.14078594744205475
uniform	391	0.6871307005640119
uniform	392	0.2602988323196769
uniform	393	0.6508558038622141
uniform	394	0.9391171976458281
uniform	395	0.16066107666119933
uniform	396	0.6640502952504903
uniform	397	0.2057102124672383
uniform	398	0.3985557006672025
uniform	399	0.525744152488187
uniform	400	0.6057479928713292
uniform	401	0.06914808554574847
uniform	402	0.2760532272513956
uniform	403	0.9359051696956158
uniform	404	0.13338473439216614
uniform	405	0.6562298603821546
uniform	406	0.3049466139636934
uniform	407	0.6804299328941852
uniform	408	0.673241188749671
uniform	409	0.8211709116585553
uniform	410	0.01164052914828062
uniform	411	0.777679841266945
uniform	412	0.9362139259465039
uniform	413	0.5514878502581269
uniform	414	0.08646087790839374
uniform	415	0.24622114724479616
uniform	416	0.2747947296593338
uniform	417	0.6520165223628283
uniform	418	0.7919271043501794
uniform	419	0.2344736394006759
uniform	420	0.49215857801027596
uniform	421	0.9417470649350435
uniform	422	0.5028256925288588
uniform	423	0.41281753801740706
uniform	424	0.6650743263307959
uniform	425	0.6131324772723019
uniform	426	0.6093724623788148
uniform	427	0.030062192119657993
uniform	428	0.3280752010177821
uniform	429	0.026514388853684068
uniform	430	0.7221450409851968
uniform	431	0.7314636844675988
uniform	432	0.05832396913319826
uniform	433	0.11853307648561895
uniform	434	0.2244195498060435
uniform	435	0.6092483368702233
uniform	436	0.5066919254604727
uniform	437	0.23979998496361077
uniform	438	0.5367786411661655
uniform	439	0.6628631292842329
uniform	440	0.45678858272731304
uniform	441	0.7694412877317518
uniform	442	0.4039720860309899
uniform	443	0.12916785688139498
uniform	444	0.3906140821054578
uniform	445	0.1955702791456133
uniform	446	0.58648003451526165
uniform	447	0.3315144565422088
uniform	448	0.5454891587141901
uniform	449	0.8552486731205136
uniform	450	0.701961309183389
uniform	451	0.01377592352218926
uniform	452	0.5649238461628556
uniform	453	0.9326477872673422
uniform	454	0.7206323593854904
uniform	455	0.9275339792948216
uniform	456	0.2640913329087198
uniform	457	0.15749708842486143
uniform	458	0.7528836319688708
uniform	459	0.8811981026083231
uniform	460	0.6964369441848248
uniform	461	0.7970836921595037
uniform	462	0.5852736919187009
uniform	463	0.5202874287497252
uniform	464	0.0952825671993196
uniform	465	0.7511709104292095
uniform	466	0.6556564241182059
uniform	467	0.6743750204332173
uniform	468	0.4001709376461804
uniform	469	0.0656242249533534
uniform	470	0.3664821982383728
uniform	471	0.7755553729366511
uniform	472	0.3796006350312382
uniform	473	0.12460161582566798
uniform	474	0.9128817410673946
uniform	475	0.5559786916710436
uniform	476	0.9466205460485071
uniform	477	0.06156690721400082
uniform	478	0.3417060375213623
uniform	479	0.025517171947285533
uniform	480	0.0537126106210053
uniform	481	0.27654692390933633
uniform	482	0.07635288033634424
uniform	483	0.8156459263991565
uniform	484	0.5131619409658015
uniform	485	0.957651847274974
uniform	486	0.09790607122704387
uniform	487	0.9871892128139734
uniform	488	0.9192135340999812
uniform	489	0.8059646161273122
uniform	490	0.9252259838394821
uniform	491	0.15274135838262737
uniform	492	0.17192556546069682
uniform	493	0.6153903680387884
uniform	494	0.6427723013330251
uniform	495	0.8225023394916207
uniform	496	0.9013446322642267
uniform	497	0.20999178057536483
uniform	498	0.6265578572638333
uniform	499	0.004820498870685697
uniform	500	0.2725653201341629
uniform	501	0.5938511346466839
uniform	502	0.20798352709971368
uniform	503	0.6595067181624472
uniform	504	0.12124192342162132
uniform	505	0.03677348583005369
uniform	506	0.7421132070012391
uniform	507	0.03874592506326735
uniform	508	0.3888571737334132
uniform	509	0.5039617263246328
uniform	510	0.8937985540833324
uniform	511	0.023196188500151038
uniform	512	0.6229085668455809
uniform	513	0.7894202426541597
uniform	514	0.5292855857405812
uniform	515	0.1777655736077577
uniform	516	0.37780954758636653
uniform	517	0.2507028349209577
uniform	518	0.5368326173629612
uniform	519	0.1862778791692108
uniform	520	0.8761336298193783
uniform	521	0.1538580551277846
uniform	522	0.7933289026841521
uniform	523	0.3982914024963975
uniform	524	0.25437954533845186
uniform	525	0.8898910826537758
uniform	526	0.06466236966662109
uniform	527	0.47239887178875506
uniform	528	0.7788145483937114
uniform	529	0.473696464439854
uniform	530	0.6667367941699922
uniform	531	0.1084743996616453
uniform	532	0.6194839412346482
uniform	533	0.44339805166237056
uniform	534	0.911269178846851
uniform	535	0.09660618775524199
uniform	536	0.7763719707727432
uniform	537	0.6892482482362539
uniform	538	0.807467584265396
uniform	539	0.3034322338644415
uniform	540	0.5710924323648214
uniform	541	0.7996995022986084
uniform	542	0.7671938089188188
uniform	543	0.22474101628176868
uniform	544	0.7368124381173402
uniform	545	0.2531478190794587
uniform	546	0.6311459259595722
uniform	547	0.16355788335204124
uniform	548	0.5827545933425426
uniform	549	0.7956670871935785
uniform	550	0.3213226543739438
uniform	551	0.898504996439442
uniform	552	0.6161459165159613
uniform	553	0.5490674229804426
uniform	554	0.18919900618493557
uniform	555	0.8989249349106103
uniform	556	0.48294056742452085
uniform	557	0.9355608380865306
uniform	558	0.20502343703992665
uniform	559	0.7347441820893437
uniform	560	0.01595963817089796
uniform	561	0.2178257806226611
uniform	562	0.7919063230510801
uniform	563	0.7736611268483102
uniform	564	0.6155709412414581
uniform	565	0.24463109695352614
uniform	566	0.8067966715898365
uniform	567	0.23141994746401906
uniform	568	0.39523710403591394
uniform	569	0.32328489352948964
uniform	570	0.8462709111627191
uniform	571	0.8782723722979426
uniform	572	0.0759537280537188
uniform	573	0.3513264460489154
uniform	574	0.9875892102718353
uniform	575	0.013320996193215251
uniform	576	0.4421444039326161
uniform	577	0.18816668656654656
uniform	578	0.7026775977574289
uniform	579	0.35102963470853865
uniform	580	0.45350623317062855
uniform	581	0.039973177714273334
uniform	582	0.9116103232372552
uniform	583	0.6293014963157475
uniform	584	0.0944624172989279
uniform	585	0.5370436434168369
uniform	586	0.172837178921327
uniform	587	0.39746528142131865
uniform	588	0.38603412080556154
uniform	589	0.9175672882702202
uniform	590	0.866899173008278
uniform	591	0.6940046525560319
uniform	592	0.3475789853837341
uniform	593	0.223129941849038
uniform	594	0.5820210261736065
uniform	595	0.5106225558556616
uniform	596	0.3267300226725638
uniform	597	0.5411473552230746
uniform	598	0.7910107811912894
uniform	599	0.44076281669549644
uniform	600	0.6022745952941477
uniform	601	0.8895430366974324
uniform	602	0.2930722718592733
uniform	603	0.41973550082184374
uniform	604	0.576884305337444
uniform	605	0.8623387038242072
uniform	606	0.48730485048145056
uniform	607	0.8668220264371485
uniform	608	0.446439869934693
uniform	609	0.5278417046647519
uniform	610	0.36496648425236344
uniform	611	0.22561263688839972
uniform	612	0.951564104994759
uniform	613	0.7330418571364135
uniform	614	0.883427678141743
uniform	615	0.9288637691643089
uniform	616	0.7471818877384067
uniform	617	0.7134692522231489
uniform	618	0.08922528964467347
uniform	619	0.6816594684496522
uniform	620	0.04774671932682395
uniform	621	0.19395491504110396
uniform	622	0.9163580732420087
uniform	623	0.03700775234028697
uniform	624	0.014364471891894937
uniform	625	0.21495361300185323
uniform	626	0.8844419489614666
uniform	627	0.7894994916860014
uniform	628	0.14161298633553088
uniform	629	0.6745242027100176
uniform	630	0.847084425156936
uniform	631	0.772316811606288
uniform	632	0.3470347395632416
uniform	633	0.2158399000763893
uniform	634	0.517997263930738
uniform	635	0.021552511723712087
uniform	636	0.4584619894158095
uniform	637	0.5508056120015681
uniform	638	0.07717762608081102
uniform	639	0.8414505429100245
uniform	640	0.45417023985646665
uniform	641	0.2271374985575676
uniform	642	0.560927547281608
uniform	643	0.6557360431179404
uniform	644	0.9253888882230967
uniform	645	0.06530564115382731
uniform	646	0.7275825615506619
uniform	647	0.4109897925518453
uniform	648	0.2026779700536281
uniform	649	0.8861066652461886
uniform	650	0.9021539182867855
uniform	651	0.30903450190089643
uniform	652	0.4826226751320064
uniform	653	0.6484067242126912
uniform	654	0.23179521947167814
uniform	655	0.4829117513727397
uniform	656	0.9726298486348242
uniform	657	0.621350028552115
uniform	658	0.6296085598878562
uniform	659	0.20688226888887584
uniform	660	0.855943844653666
uniform	661	0.3224629033356905
uniform	662	0.34341910551302135
uniform	663	0.06746324035339057
uniform	664	0.1398056091275066
uniform	665	0.25480815721675754
uniform	666	0.5707349444273859
uniform	667	0.9603121755644679
uniform	668	0.08034085715189576
uniform	669	0.04653708729892969
uniform	670	0.3145887639839202
uniform	671	0.8637853963300586
uniform	672	0.05615418730303645
uniform	673	0.955569626763463
uniform	674	0.44104349124245346
uniform	675	0.3613929522689432
uniform	676	0.8062323280610144
uniform	677	0.038010803516954184
uniform	678	0.7240045964717865
uniform	679	0.5374977726023644
uniform	680	0.6843659272417426
uniform	681	0.8695833936799318
uniform	682	0.8712921366095543
uniform	683	0.6711945876013488
uniform	684	0.2537068377714604
uniform	685	0.6797821407672018
uniform	686	0.2395256389863789
uniform	687	0.8900330732576549
uniform	688	0.7945032806601375
uniform	689	0.7602665505837649
uniform	690	0.011084768455475569
uniform	691	0.11586388200521469
uniform	692	0.9895676230080426
uniform	693	0.4358851737342775
uniform	694	0.10001868917606771
uniform	695	0.11730979825370014
uniform	696	0.13783878996036947
uniform	697	0.3063155091367662
uniform	698	0.47093211370520294
uniform	699	0.18807637016288936
uniform	700	0.8551416278351098
uniform	701	0.6553601077757776
uniform	702	0.9818839486688375
uniform	703	0.499224822036922
uniform	704	0.9712481708265841
uniform	705	0.7100907487329096
uniform	706	0.4873608690686524
uniform	707	0.42385173914954066
uniform	708	0.5187138568144292
uniform	709	0.7180614699609578
uniform	710	0.8668037718161941
uniform	711	0.4792505914811045
uniform	712	0.7630741698667407
uniform	713	0.8261149174068123
uniform	714	0.5502843139693141
uniform	715	0.025122063932940364
uniform	716	0.7744662803597748
uniform	717	0.5038592156488448
uniform	718	0.9208208615891635
uniform	719	0.9216214148327708
uniform	720	0.9724399475380778
uniform	721	0.8517298647202551
uniform	722	0.9616101831197739
uniform	723	0.5630988937336951
uniform	724	0.882797523168847
uniform	725	0.7590134390629828
uniform	726	0.8469587701838464
uniform	727	0.0187035643029958
uniform	728	0.11513806437142193
uniform	729	0.8313698687124997
uniform	730	0.4219222152605653
uniform	731	0.19921584869734943
uniform	732	0.9809351933654398
uniform	733	0.6821689289063215
uniform	734	0.041858439799398184
uniform	735	0.871922317892313
uniform	736	0.5600364559795707
uniform	737	0.35758411325514317
uniform	738	0.6441758095752448
uniform	739	0.4565555981826037
uniform	740	0.791915524750948
uniform	741	0.378724378766492
uniform	742	0.43898867326788604
uniform	743	0.5353186933789402
uniform	744	0.08902110997587442
uniform	745	0.42958038253709674
uniform	746	0.8938984223641455
uniform	747	0.4291715386789292
uniform	748	0.6408806422259659
uniform	749	0.9594586468301713
uniform	750	0.2593855101149529
uniform	751	0.778933324618265
uniform	752	0.7320210433099419
uniform	753	0.05441261059604585
uniform	754	0.08745064516551793
uniform	755	0.46747565269470215
uniform	756	0.028521943604573607
uniform	757	0.7211178974248469
uniform	758	0.285286518977955
uniform	759	0.9617030022200197
uniform	760	0.2114049845840782
uniform	761	0.7854315123986453
uniform	762	0.5578226172365248
uniform	763	0.48664671555161476
uniform	764	0.36901093553751707
uniform	765	0.93003731360659
uniform	766	0.5301229015458375
uniform	767	0.4827106734737754
uniform	768	0.27559228893369436
uniform	769	0.9594470546580851
uniform	770	0.5200388880912215
uniform	771	0.49912203988060355
uniform	772	0.536000314168632
uniform	773	0.9470852541271597
uniform	774	0.5101311532780528
uniform	775	0.7357118516229093
uniform	776	0.23748006182722747
uniform	777	0.3824282356072217
uniform	778	0.19258261797949672
uniform	779	0.1657359511591494
uniform	780	0.7223480807151645
uniform	781	0.2535440844949335
uniform	782	0.7474588134791702
uniform	783	0.3204000750556588
uniform	784	0.36155332741327584
uniform	785	0.20992277842015028
uniform	786	0.7348197482060641
uniform	787	0.1566136172041297
uniform	788	0.46506750537082553
uniform	789	0.0892046676017344
uniform	790	0.6830528827849776
uniform	791	0.021890019066631794
uniform	792	0.25889556226320565
uniform	793	0.13992551737464964
uniform	794	0.986043524928391
uniform	795	0.3382235539611429
uniform	796	0.18757936777547002
uniform	797	0.37502058572135866
uniform	798	0.8119801573920995
uniform	799	0.24004430882632732
uniform	800	0.7402026895433664
uniform	801	0.679123951587826
uniform	802	0.17386543820612133
uniform	803	0.7160967024974525
uniform	804	0.946908897953108
uniform	805	0.5667581465095282
uniform	806	0.30074253608472645
uniform	807	0.699032231932506
uniform	808	0.6106548483949155
uniform	809	0.32501017372123897
uniform	810	0.9737633457407355
uniform	811	0.4516056948341429
uniform	812	0.1442916200030595
uniform	813	0.21413736860267818
uniform	814	0.7121738269925117
uniform	815	0.26210021786391735
uniform	816	0.9539110262412578
uniform	817	0.9520415063016117
uniform	818	0.7757603421341628
uniform	819	0.7396361650899053
uniform	820	0.22434471058659256
uniform	821	0.38307211827486753
uniform	822	0.39603459602221847
uniform	823	0.8395473472774029
uniform	824	0.5157518428750336
uniform	825	0.848114404361695
uniform	826	0.5102979992516339
uniform	827	0.9331437866203487
uniform	828	0.2942268920596689
uniform	829	0.2076876792125404
uniform	830	0.7911024254281074
uniform	831	0.9245755583979189
uniform	832	0.2526053125038743
uniform	833	0.8309055748395622
uniform	834	0.013997065834701061
uniform	835	0.29974467982538044
uniform	836	0.5889410169329494
uniform	837	0.7064934992231429
uniform	838	0.46556051983498037
uniform	839	0.8149219185579568
uniform	840	0.10477031697519124
uniform	841	0.6761258828919381
uniform	842	0.03409034665673971
uniform	843	0.35633866023272276
uniform	844	0.672961360309273
uniform	845	0.6909745279699564
uniform	846	0.6167891316581517
uniform	847	0.058966876938939095
uniform	848	0.1991222973447293
uniform	849	0.07264898181892931
uniform	850	0.07468732865527272
uniform	851	0.4305367136839777
uniform	852	0.7542771250009537
uniform	853	0.16456771967932582
uniform	854	0.4021807131357491
uniform	855	0.388627051608637
uniform	856	0.17140640085563064
uniform	857	0.6861803906504065
uniform	858	0.9628878277726471
uniform	859	0.11315282853320241
uniform	860	0.04760185838676989
uniform	861	0.5068798561114818
uniform	862	0.28873547934927046
uniform	863	0.7583039139863104
uniform	864	0.7265230205375701
uniform	865	0.3439515824429691
uniform	866	0.6387879382818937
uniform	867	0.3130314596928656
uniform	868	0.5477853200864047
uniform	869	0.22232563490979373
uniform	870	0.21228955406695604
uniform	871	0.9985217922367156
uniform	872	0.37338569574058056
uniform	873	0.3314962044823915
uniform	874	0.07483081729151309
uniform	875	0.08819093089550734
uniform	876	0.3789727771654725
uniform	877	0.29851065133698285
uniform	878	0.5824678353965282
uniform	879	0.4759665203746408
uniform	880	0.9997027576901019
uniform	881	0.4871465472970158
uniform	882	0.2470087008550763
uniform	883	0.7098343991674483
uniform	884	0.5717284982092679
uniform	885	0.39756277902051806
uniform	886	0.9701460166834295
uniform	887	0.1552905582357198
uniform	888	0.7591353163588792
uniform	889	0.19364905450493097
uniform	890	0.7365292776376009
uniform	891	0.5439542620442808
uniform	892	0.7729188627563417
uniform	893	0.49021662259474397
uniform	894	0.9001254357863218
uniform	895	0.00594343850389123
uniform	896	0.6923960368148983
uniform	897	0.6713900968898088
uniform	898	0.07808083295822144
uniform	899	0.9408777251373976
uniform	900	0.28788211778737605
uniform	901	0.8344271988607943
uniform	902	0.4049262688495219
uniform	903	0.943797369254753
uniform	904	0.20895510539412498
uniform	905	0.032496331026777625
uniform	906	0.2565454626455903
uniform	907	0.10185102769173682
uniform	908	0.25392411719076335
uniform	909	0.9792746026068926
uniform	910	0.07807033648714423
uniform	911	0.23295516497455537
uniform	912	0.5135287183802575
uniform	913	0.8249701666645706
uniform	914	0.5396499033086002
uniform	915	0.2256500544026494
uniform	916	0.39595614187419415
uniform	917	0.24683585204184055
uniform	918	0.641294319415465
uniform	919	0.27601132169365883
uniform	920	0.8479019030928612
uniform	921	0.4506092146039009
uniform	922	0.21833321638405323
uniform	923	0.08224313845857978
uniform	924	0.9557965490967035
uniform	925	0.10831008246168494
uniform	926	0.7775587951764464
uniform	927	0.0993947556708008
uniform	928	0.5545310152228922
uniform	929	0.14634165749885142
uniform	930	0.3559605374466628
uniform	931	0.9138681325130165
uniform	932	0.7609375554602593
uniform	933	0.14069282659329474
uniform	934	0.5824409341439605
uniform	935	0.7502832976169884
uniform	936	0.22548419656232
uniform	937	0.8589248370844871
